timestamp_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
17405,-98.33,163.36,982.83,2607.5,-6352.5,24500.0
17434,-101.63,162.87,982.47,612.5,-5092.5,27562.5
17463,-101.75,162.75,983.56,735.0,-4322.5,30555.0
17492,-98.33,163.24,983.69,1400.0,-4847.5,31482.5
17521,-92.72,163.36,983.56,-2030.0,-3167.5,31500.0
17550,-87.35,162.02,986.25,-3465.0,1207.5,35210.0
17579,-81.74,159.09,988.93,315.0,-105.0,38885.0
17609,-74.91,155.43,989.91,-157.5,2520.0,44012.5
17638,-65.64,151.77,990.76,-105.0,2257.5,47740.0
17668,-51.97,148.72,991.37,4410.0,-1487.5,46882.5
17697,-34.4,147.5,990.4,6195.0,-6475.0,40092.5
17727,-14.4,147.86,988.69,6580.0,-9870.0,34825.0
17756,10.0,150.43,987.71,6597.5,-6212.5,30187.5
17785,37.82,155.92,985.76,5302.5,-3570.0,15505.0
17814,63.81,162.02,983.81,3062.5,-6475.0,-1505.0
17843,85.64,167.14,982.83,1435.0,-6422.5,-13475.0
17872,101.99,170.31,983.56,-857.5,-1102.5,-21122.5
17901,113.22,172.02,984.42,2100.0,-2940.0,-26355.0
17930,121.27,173.61,983.81,1785.0,-3990.0,-31552.5
17959,126.27,174.22,983.08,437.5,-4252.5,-36610.0
17988,127.25,175.19,982.83,-192.5,-2852.5,-38150.0
18017,126.64,177.14,983.32,-2257.5,-630.0,-39375.0
18046,124.81,179.83,984.54,262.5,-542.5,-40967.5
18075,120.66,183.37,984.05,875.0,-4095.0,-44327.5
18104,113.46,186.42,983.08,-1242.5,-3832.5,-45325.0
18133,103.7,188.73,982.1,-2800.0,35.0,-42210.0
18162,93.21,189.34,980.51,-3255.0,245.0,-40967.5
18191,82.35,187.51,977.46,-2502.5,-2310.0,-41142.5
18220,69.66,183.24,973.32,-5197.5,910.0,-40495.0
18249,49.78,177.63,971.85,-9187.5,6422.5,-34317.5
18278,22.94,171.9,975.27,-5792.5,3097.5,-20370.0
18307,-4.88,167.14,980.03,-402.5,455.0,-3202.5
18336,-29.28,164.58,982.83,1907.5,140.0,11357.5
18366,-49.29,163.97,984.66,3202.5,1137.5,23362.5
18395,-63.68,164.33,986.13,4497.5,525.0,33512.5
18425,-70.52,165.07,988.08,4375.0,105.0,39970.0
18454,-71.0,166.53,990.88,6895.0,-717.5,42420.0
18483,-65.03,168.85,991.98,10605.0,-3885.0,42332.5
18512,-53.07,171.17,991.01,8662.5,-5932.5,33145.0
18541,-43.68,173.12,991.98,9590.0,-8277.5,26547.5
18570,-37.94,175.44,991.74,14087.5,-8645.0,31797.5
18599,-29.52,178.97,987.1,12092.5,-5652.5,37152.5
18628,-18.67,183.0,982.1,10465.0,-5425.0,39147.5
18657,-7.56,186.29,978.44,12582.5,-5880.0,43767.5
18686,6.34,189.83,973.93,12390.0,-1470.0,48930.0
18715,25.01,194.47,967.95,7472.5,1067.5,47845.0
18745,48.07,199.96,962.34,5425.0,87.5,41317.5
18774,74.91,207.28,957.46,3185.0,-1785.0,29837.5
18803,104.07,215.21,954.16,945.0,-1890.0,15452.5
18832,132.49,223.26,951.84,700.0,350.0,1295.0
18861,157.14,231.31,948.79,-332.5,1872.5,-11585.0
18890,175.92,237.9,945.13,-2642.5,3220.0,-20510.0
18919,188.73,242.9,941.72,-5530.0,5740.0,-25357.5
18948,196.91,246.68,939.64,-8225.0,6282.5,-30152.5
18977,200.81,249.12,939.4,-7892.5,3850.0,-34212.5
19006,201.06,251.08,940.38,-8680.0,4130.0,-36400.0
19035,198.86,252.3,942.45,-7647.5,3115.0,-38080.0
19064,195.93,252.78,944.04,-5040.0,1365.0,-40355.0
19093,191.54,251.81,944.28,-7857.5,6702.5,-42717.5
19121,183.24,249.86,944.89,-8452.5,6842.5,-43575.0
19150,170.31,248.15,945.01,-8610.0,5880.0,-41755.0
19179,154.45,245.95,945.5,-10430.0,6702.5,-39182.5
19208,135.05,242.05,946.84,-11130.0,10867.5,-33670.0
19236,111.63,236.92,949.04,-12635.0,15505.0,-27492.5
19265,85.16,230.58,952.33,-9957.5,9782.5,-23520.0
19294,55.88,223.38,955.87,-6737.5,3937.5,-16380.0
19323,24.64,215.94,960.63,-3797.5,3062.5,-2397.5
19352,-3.66,208.99,965.63,1032.5,140.0,13230.0
