acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
122.73,369.17,930.62,-700.0,927.5,-21157.5
119.8,368.56,930.98,-630.0,787.5,-21542.5
116.39,367.95,930.98,-665.0,122.5,-21630.0
112.97,367.22,930.98,-962.5,175.0,-21507.5
109.31,366.61,931.1,-927.5,210.0,-21175.0
105.29,366.0,931.1,-577.5,17.5,-20615.0
101.26,365.39,930.86,-647.5,35.0,-19967.5
97.11,364.78,930.49,-1242.5,315.0,-19670.0
92.72,364.17,930.13,-2100.0,332.5,-19232.5
87.96,363.32,930.25,-2205.0,-105.0,-18865.0
82.59,362.1,930.62,-1907.5,-980.0,-17885.0
76.98,360.63,931.59,-1330.0,-1277.5,-16432.5
71.0,359.17,932.57,-560.0,-1137.5,-14840.0
64.66,357.46,933.54,-262.5,-1330.0,-12757.5
58.32,355.75,934.28,52.5,-1820.0,-11147.5
51.85,354.04,935.5,-17.5,-857.5,-8575.0
45.38,352.46,936.84,612.5,17.5,-5652.5
39.04,350.99,937.57,1540.0,-192.5,-2922.5
32.94,349.65,937.81,1837.5,-245.0,-315.0
27.08,348.31,937.69,1802.5,-140.0,2485.0
21.59,347.09,937.45,1592.5,-175.0,5407.5
16.71,346.24,937.57,1767.5,-157.5,8295.0
12.81,345.38,937.57,2187.5,192.5,11200.0
9.88,345.02,937.33,2030.0,717.5,13580.0
8.05,344.77,936.96,1750.0,682.5,15155.0
6.95,344.89,936.72,2380.0,-280.0,16292.5
6.47,345.26,936.23,2782.5,-927.5,17640.0
6.71,345.75,935.74,2467.5,-980.0,18585.0
7.81,346.24,935.25,1960.0,-787.5,19302.5
9.27,346.72,935.01,1960.0,-892.5,20125.0
11.47,347.33,935.25,2117.5,-700.0,20755.0
14.03,348.07,935.37,2415.0,-560.0,20842.5
16.84,349.04,935.37,2695.0,-787.5,20842.5
19.76,349.9,935.01,2992.5,-1120.0,20650.0
22.69,350.99,934.28,3080.0,-1295.0,20615.0
25.99,352.09,933.18,3027.5,-1365.0,20545.0
29.52,353.19,931.71,1995.0,-1522.5,20370.0
33.18,354.17,930.49,1050.0,-1907.5,20107.5
37.21,355.14,929.88,595.0,-1872.5,19932.5
41.24,356.24,929.88,945.0,-1925.0,19600.0
45.38,357.34,930.01,1645.0,-2257.5,19250.0
50.02,358.44,929.88,1540.0,-1942.5,18690.0
54.9,359.41,929.64,1260.0,-1452.5,17587.5
59.78,360.39,929.4,945.0,-1417.5,16520.0
64.66,361.24,929.15,595.0,-1190.0,15417.5
69.78,362.1,929.4,87.5,-805.0,14420.0
74.79,363.07,930.13,280.0,-262.5,13195.0
